home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,month,day,Continent,MaximumTemp_Month,MinimumTemp_Month,HomeTeamRank,AwayTeamRank,MatchResult
Germany,Finland,4,1,UEFA Euro,Preston,England,TRUE,2005,June,15,europe,19,11,2,16,1
Uzbekistan,Hong Kong,3,0,AFC Asian Cup qualification,Hanoi,Vietnam,TRUE,2005,June,15,Asia,32,26,49,64,1
Thailand,Singapore,5,1,AFC Asian Cup qualification,Hanoi,Vietnam,TRUE,2005,June,15,Asia,32,26,41,92,1
Sweden,Norway,2,3,UEFA Euro,Warrington,England,TRUE,2005,June,16,europe,19,11,5,3,0
Vietnam,Myanmar,1,0,AFC Asian Cup qualification,Hanoi,Vietnam,FALSE,2005,June,16,Asia,32,26,32,44,1
Taiwan,Guam,11,0,AFC Asian Cup qualification,Hanoi,Vietnam,TRUE,2005,June,16,Asia,32,26,40,82,1
Hong Kong,Maldives,4,0,AFC Asian Cup qualification,Hanoi,Vietnam,TRUE,2005,June,17,Asia,32,26,64,111,1
Thailand,Indonesia,4,0,AFC Asian Cup qualification,Hanoi,Vietnam,TRUE,2005,June,17,Asia,32,26,41,68,1
Germany,Norway,3,1,UEFA Euro,Blackburn,England,TRUE,2005,June,19,europe,19,11,2,3,1
Vietnam,Hong Kong,4,1,AFC Asian Cup qualification,Hanoi,Vietnam,FALSE,2005,June,19,Asia,32,26,32,64,1
Taiwan,Singapore,3,0,AFC Asian Cup qualification,Hanoi,Vietnam,TRUE,2005,June,19,Asia,32,26,40,92,1
Norway,USA,1,3,Four Nations Tournament,Guangzhou,China PR,TRUE,2006,January,18,asia,9,3,3,1,0
China PR,France,1,1,Four Nations Tournament,Guangzhou,China PR,FALSE,2006,January,18,asia,9,3,15,3,2
USA,France,0,0,Four Nations Tournament,Guangzhou,China PR,TRUE,2006,January,20,asia,9,3,1,3,2
China PR,Norway,3,1,Four Nations Tournament,Guangzhou,China PR,FALSE,2006,January,20,asia,9,3,15,3,1
France,Norway,1,1,Four Nations Tournament,Guangzhou,China PR,TRUE,2006,January,22,asia,9,3,3,3,2
China PR,USA,0,2,Four Nations Tournament,Guangzhou,China PR,FALSE,2006,January,22,asia,9,3,15,1,0
Benin,Malawi,1,0,African Championship qualification,Benin,Benin,FALSE,2006,February,19,Africa,32,26,104,123,1
Mozambique,Namibia,9,0,African Championship qualification,Mozambique,Mozambique,FALSE,2006,February,19,Africa,30,22,107,118,1
Senegal,Central African Republic,4,0,African Championship qualification,Senegal,Senegal,FALSE,2006,February,19,Africa,27,21,87,190,1
Malawi,Benin,0,0,African Championship qualification,Malawi,Malawi,FALSE,2006,February,26,Africa,25,17,123,104,2
Germany,Finland,5,0,Algarve Cup,Estádio Algarve,Portugal,TRUE,2006,March,9,Europe,18,10,2,16,1
Norway,Sweden,0,0,Algarve Cup,Loulé,Portugal,TRUE,2006,March,9,Europe,18,10,3,5,2
China PR,USA,0,0,Algarve Cup,Faro,Portugal,TRUE,2006,March,9,Europe,18,10,15,1,2
Denmark,France,2,2,Algarve Cup,Faro,Portugal,TRUE,2006,March,9,Europe,18,10,8,3,2
Portugal,Republic of Ireland,0,1,Algarve Cup,Alvor,Portugal,FALSE,2006,March,9,Europe,18,10,41,31,0
Morocco,Mali,0,2,African Championship qualification,Rabat,Morocco,FALSE,2006,March,11,Africa,20,12,81,82,0
South Africa,Mozambique,6,2,African Championship qualification,South Africa,South Africa,FALSE,2006,March,11,Africa,25,17,55,107,1
Congo DR,Zambia,3,0,African Championship qualification,Lubumbashi,DR Congo,FALSE,2006,March,11,africa,32,22,99,106,1
Sweden,Germany,0,3,Algarve Cup,Loulé,Portugal,TRUE,2006,March,11,Europe,18,10,5,2,0
Finland,Norway,0,0,Algarve Cup,Alvor,Portugal,TRUE,2006,March,11,Europe,18,10,16,3,2
France,China PR,1,0,Algarve Cup,Faro,Portugal,TRUE,2006,March,11,Europe,18,10,3,15,1
Denmark,USA,0,5,Algarve Cup,Faro,Portugal,TRUE,2006,March,11,Europe,18,10,8,1,0
Republic of Ireland,Mexico,0,0,Algarve Cup,Vila Real de Santo Antonio,Portugal,TRUE,2006,March,11,Europe,18,10,31,22,2
Barbados,Antigua and Barbuda,0,1,CONCACAF Gold Cup,Barbados,Barbados,FALSE,2006,March,12,North America,27,26,135,153,0
Benin,Côte d'Ivoire,1,1,African Championship qualification,Benin,Benin,FALSE,2006,March,12,Africa,32,27,104,68,2
Angola,Equatorial Guinea,3,2,African Championship qualification,Luanda,Angola,FALSE,2006,March,12,Africa,31,26,105,55,1
Congo,Togo,9,0,African Championship qualification,Brazzaville,Congo,FALSE,2006,March,12,Africa,32,22,110,121,1
Senegal,Guinea,7,0,African Championship qualification,Dakar,Senegal,FALSE,2006,March,12,Africa,27,20,87,107,1
Sweden,Finland,4,1,Algarve Cup,Lagos,Portugal,TRUE,2006,March,13,Europe,18,10,5,16,1
Germany,Norway,1,0,Algarve Cup,Estádio Algarve,Portugal,TRUE,2006,March,13,Europe,18,10,2,3,1
USA,France,4,1,Algarve Cup,Faro-Loulé,Portugal,TRUE,2006,March,13,Europe,18,10,1,3,1
Denmark,China PR,0,6,Algarve Cup,Lagos,Portugal,TRUE,2006,March,13,Europe,18,10,8,15,0
Portugal,Mexico,0,6,Algarve Cup,Silves,Portugal,FALSE,2006,March,13,Europe,18,10,41,22,0
Denmark,Republic of Ireland,4,0,Algarve Cup,Algarve,Portugal,TRUE,2006,March,15,Europe,18,10,8,31,1
Finland,Mexico,4,3,Algarve Cup,Algarve,Portugal,TRUE,2006,March,15,Europe,18,10,16,22,1
Norway,China PR,1,0,Algarve Cup,Algarve,Portugal,TRUE,2006,March,15,Europe,18,10,3,15,1
Sweden,France,1,0,Algarve Cup,Algarve,Portugal,TRUE,2006,March,15,Europe,18,10,5,3,1
Germany,USA,0,0,Algarve Cup,Faro-Loulé,Portugal,TRUE,2006,March,15,Europe,18,10,2,1,2
Mali,Morocco,4,1,African Championship qualification,Bamako,Mali,FALSE,2006,March,25,Africa,40,24,82,81,1
Côte d'Ivoire,Benin,1,1,African Championship qualification,Ivory Coast,Ivory Coast,FALSE,2006,March,25,Africa,30,23,68,104,2
Kenya,Djibouti,7,0,African Championship qualification,Nairobi,Kenya,FALSE,2006,March,25,Africa,28,16,137,191,1
Zambia,Congo DR,2,3,African Championship qualification,Chingola,Zambia,FALSE,2006,March,25,Africa,25,17,106,99,0
Equatorial Guinea,Angola,3,1,African Championship qualification,Equatorial Guinea,Equatorial Guinea,FALSE,2006,March,26,Africa,28,27,55,105,1
Mozambique,South Africa,1,6,African Championship qualification,Mozambique,Mozambique,FALSE,2006,March,26,Africa,30,22,107,55,0
Togo,Congo,1,3,African Championship qualification,Lomé,Togo,FALSE,2006,March,26,Africa,32,27,121,110,0
Guinea,Senegal,1,5,African Championship qualification,Guinea,Guinea,FALSE,2006,March,26,Africa,31,24,107,87,0
Dominican Republic,US Virgin Islands,3,1,CONCACAF Gold Cup,Dominican Republic,Dominican Republic,FALSE,2006,May,4,North America,30,24,88,149,1
Bermuda,Turks and Caicos Islands,4,0,CONCACAF Gold Cup,Dominican Republic,Dominican Republic,TRUE,2006,May,4,North America,30,24,111,167,1
Bermuda,US Virgin Islands,4,1,CONCACAF Gold Cup,Dominican Republic,Dominican Republic,TRUE,2006,May,6,North America,30,24,111,149,1
Dominican Republic,Turks and Caicos Islands,5,0,CONCACAF Gold Cup,Dominican Republic,Dominican Republic,FALSE,2006,May,6,North America,30,24,88,167,1
US Virgin Islands,Turks and Caicos Islands,2,0,CONCACAF Gold Cup,Dominican Republic,Dominican Republic,TRUE,2006,May,8,North America,30,24,149,167,1
Dominican Republic,Bermuda,3,1,CONCACAF Gold Cup,Dominican Republic,Dominican Republic,FALSE,2006,May,8,North America,30,24,88,111,1
St. Kitts and Nevis,Antigua and Barbuda,3,2,CONCACAF Gold Cup,Jamaica,Jamaica,TRUE,2006,May,8,North America,29,23,131,153,1
Jamaica,St Lucia,5,0,CONCACAF Gold Cup,Jamaica,Jamaica,FALSE,2006,May,8,North America,29,23,51,121,1
St Lucia,St. Kitts and Nevis,3,2,CONCACAF Gold Cup,Jamaica,Jamaica,TRUE,2006,May,10,North America,29,23,121,131,1
Jamaica,Antigua and Barbuda,10,0,CONCACAF Gold Cup,Jamaica,Jamaica,FALSE,2006,May,10,North America,29,23,51,153,1
Mexico,Nicaragua,9,0,CONCACAF Gold Cup,Mexico,Mexico,FALSE,2006,May,10,North America,27,14,22,100,1
Antigua and Barbuda,St Lucia,1,2,CONCACAF Gold Cup,Jamaica,Jamaica,TRUE,2006,May,12,North America,29,23,153,121,0
Jamaica,St. Kitts and Nevis,11,0,CONCACAF Gold Cup,Jamaica,Jamaica,FALSE,2006,May,12,North America,29,23,51,131,1
Nicaragua,El Salvador,2,1,CONCACAF Gold Cup,Mexico,Mexico,TRUE,2006,May,12,North America,27,14,100,98,1
Mexico,El Salvador,8,0,CONCACAF Gold Cup,Mexico,Mexico,FALSE,2006,May,14,North America,27,14,22,98,1
St. Vincent and the Grenadines,Dominica,2,0,CONCACAF Gold Cup,Arima,Trinidad and Tobago,TRUE,2006,May,19,North America,30,26,97,116,1
Trinidad and Tobago,Grenada,10,0,CONCACAF Gold Cup,Arima,Trinidad and Tobago,FALSE,2006,May,19,North America,30,26,48,151,1
Dominica,Grenada,2,2,CONCACAF Gold Cup,Arima,Trinidad and Tobago,TRUE,2006,May,21,North America,30,26,116,151,2
Trinidad and Tobago,St. Vincent and the Grenadines,4,1,CONCACAF Gold Cup,Arima,Trinidad and Tobago,FALSE,2006,May,21,North America,30,26,48,97,1
Grenada,St. Vincent and the Grenadines,0,5,CONCACAF Gold Cup,Arima,Trinidad and Tobago,TRUE,2006,May,23,North America,30,26,151,97,0
Trinidad and Tobago,Dominica,6,0,CONCACAF Gold Cup,Arima,Trinidad and Tobago,FALSE,2006,May,23,North America,30,26,48,116,1
Guatemala,Costa Rica,2,1,CONCACAF Gold Cup,Panama,Panama,TRUE,2006,May,24,North America,30,25,80,40,1
Panama,Costa Rica,2,0,CONCACAF Gold Cup,Panama,Panama,FALSE,2006,May,26,North America,30,25,62,40,1
Panama,Guatemala,3,0,CONCACAF Gold Cup,Panama,Panama,FALSE,2006,May,28,North America,30,25,62,80,1
Suriname,Haiti,0,3,CONCACAF Gold Cup,Suriname,Suriname,FALSE,2006,May,29,South America,29,25,93,57,0
Myanmar,Thailand,1,2,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,16,Oceania,17,9,44,41,0
Australia,Korea Republic,4,0,AFC Asian Cup,Adelaide,Australia,FALSE,2006,July,16,Oceania,17,9,15,18,1
Thailand,Korea DPR,0,9,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,18,Oceania,17,9,41,10,0
Australia,Myanmar,2,0,AFC Asian Cup,Adelaide,Australia,FALSE,2006,July,18,Oceania,17,9,15,44,1
China PR,Taiwan,2,0,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,19,Oceania,17,9,15,40,1
Japan,Vietnam,5,0,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,19,Oceania,17,9,11,32,1
Korea DPR,Myanmar,3,0,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,20,Oceania,17,9,10,44,1
Korea Republic,Thailand,11,0,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,20,Oceania,17,9,18,41,1
Japan,Taiwan,11,1,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,21,Oceania,17,9,11,40,1
Vietnam,China PR,0,2,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,21,Oceania,17,9,32,15,0
Mali,Benin,3,1,African Championship qualification,Bamako,Mali,FALSE,2006,July,22,Africa,34,24,82,104,1
Cameroon,Kenya,4,0,African Championship qualification,Yaoundé,Cameroon,FALSE,2006,July,22,Africa,28,23,47,137,1
Korea Republic,Myanmar,3,1,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,22,Oceania,17,9,18,44,1
Australia,Korea DPR,0,0,AFC Asian Cup,Adelaide,Australia,FALSE,2006,July,22,Oceania,17,9,15,10,2
Algeria,Egypt,1,0,African Championship qualification,Annaba,Algeria,FALSE,2006,July,23,Africa,32,24,74,81,1
South Africa,Tanzania,3,0,African Championship qualification,Johannesburg,South Africa,FALSE,2006,July,23,Africa,17,11,55,124,1
Congo DR,Senegal,3,0,African Championship qualification,Kinshasa,DR Congo,FALSE,2006,July,23,africa,33,20,99,87,1
China PR,Japan,0,1,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,23,Oceania,17,9,15,11,0
Taiwan,Vietnam,0,1,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,23,Oceania,17,9,40,32,0
Australia,Thailand,5,0,AFC Asian Cup,Adelaide,Australia,FALSE,2006,July,24,Oceania,17,9,15,41,1
Korea DPR,Korea Republic,1,0,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,24,Oceania,17,9,10,18,1
Australia,Japan,2,0,AFC Asian Cup,Adelaide,Australia,FALSE,2006,July,27,Oceania,17,9,15,11,1
China PR,Korea DPR,1,0,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,27,Oceania,17,9,15,10,1
Japan,Korea DPR,2,3,AFC Asian Cup,Adelaide,Australia,TRUE,2006,July,30,Oceania,17,9,11,10,0
Australia,China PR,2,2,AFC Asian Cup,Adelaide,Australia,FALSE,2006,July,30,Oceania,17,9,15,15,2
Tanzania,South Africa,0,4,African Championship qualification,Dar es Salaam,Tanzania,FALSE,2006,August,4,Africa,29,15,124,55,0
Egypt,Algeria,0,3,African Championship qualification,Alexandria,Egypt,FALSE,2006,August,5,Africa,39,25,81,74,0
Kenya,Cameroon,0,5,African Championship qualification,Kasarani,Kenya,FALSE,2006,August,5,Africa,24,14,137,47,0
Senegal,Congo DR,2,0,African Championship qualification,Dakar,Senegal,FALSE,2006,August,5,Africa,29,26,87,99,1
Benin,Mali,0,1,African Championship qualification,Cotonou,Benin,FALSE,2006,August,6,Africa,28,23,104,82,0
Trinidad and Tobago,Suriname,5,1,CONCACAF Gold Cup,Arima,Trinidad and Tobago,FALSE,2006,September,6,North America,31,27,48,93,1
Jamaica,Bermuda,7,0,CONCACAF Gold Cup,Arima,Trinidad and Tobago,TRUE,2006,September,6,North America,31,27,51,111,1
Suriname,Dominican Republic,0,2,CONCACAF Gold Cup,Port of Spain,Trinidad and Tobago,TRUE,2006,September,8,North America,31,27,93,88,0
Bermuda,Haiti,0,5,CONCACAF Gold Cup,Port of Spain,Trinidad and Tobago,TRUE,2006,September,8,North America,31,27,111,57,0
Trinidad and Tobago,Dominican Republic,7,0,CONCACAF Gold Cup,Arima,Trinidad and Tobago,FALSE,2006,September,10,North America,31,27,48,88,1
Haiti,Jamaica,0,3,CONCACAF Gold Cup,Arima,Trinidad and Tobago,TRUE,2006,September,10,North America,31,27,57,51,0
South Africa,Algeria,4,0,African Championship,Warri,Nigeria,TRUE,2006,October,28,Africa,30,26,55,74,1
Nigeria,Equatorial Guinea,4,2,African Championship,Delta,Nigeria,FALSE,2006,October,28,Africa,30,26,24,55,1
Italy,Canada,2,3,Peace Queen Cup,Seoul,South Korea,TRUE,2006,October,28,Asia,20,14,10,11,0
Mali,Ghana,0,1,African Championship,Oghara,Nigeria,TRUE,2006,October,29,Africa,30,26,82,50,0
Cameroon,Congo DR,1,1,African Championship,Ughelli,Nigeria,TRUE,2006,October,29,Africa,30,26,47,99,2
Netherlands,Australia,0,1,Peace Queen Cup,Gimhae,South Korea,TRUE,2006,October,29,Asia,20,14,14,15,0
USA,Denmark,1,1,Peace Queen Cup,Gimhae,South Korea,TRUE,2006,October,29,Asia,20,14,1,8,2
Korea Republic,Canada,1,3,Peace Queen Cup,Masan,South Korea,FALSE,2006,October,30,Asia,20,14,18,11,0
Nigeria,Algeria,6,0,African Championship,Warri,Nigeria,FALSE,2006,October,31,Africa,30,26,24,74,1
Equatorial Guinea,South Africa,0,2,African Championship,Delta,Nigeria,TRUE,2006,October,31,Africa,30,26,55,55,0
Australia,USA,0,2,Peace Queen Cup,Cheonan,South Korea,TRUE,2006,October,31,Asia,20,14,15,1,0
Denmark,Netherlands,1,0,Peace Queen Cup,Cheonan,South Korea,TRUE,2006,October,31,Asia,20,14,8,14,1
Ghana,Cameroon,2,1,African Championship,Ughelli,Nigeria,TRUE,2006,November,1,Africa,32,26,50,47,1
Mali,Congo DR,3,2,African Championship,Oghara,Nigeria,TRUE,2006,November,1,Africa,32,26,82,99,1
Korea Republic,Italy,1,2,Peace Queen Cup,Changwon,South Korea,FALSE,2006,November,1,Asia,12,7,18,10,0
USA,Netherlands,2,0,Peace Queen Cup,Suwon,South Korea,TRUE,2006,November,2,Asia,12,7,1,14,1
Australia,Denmark,1,2,Peace Queen Cup,Suwon,South Korea,TRUE,2006,November,2,Asia,12,7,15,8,0
Equatorial Guinea,Algeria,3,3,African Championship,Oghara,Nigeria,TRUE,2006,November,3,Africa,32,26,55,74,2
Nigeria,South Africa,2,0,African Championship,Delta,Nigeria,FALSE,2006,November,3,Africa,32,26,24,55,1
Congo DR,Ghana,1,3,African Championship,Ughelli,Nigeria,TRUE,2006,November,4,Africa,32,26,99,50,0
Cameroon,Mali,2,0,African Championship,Warri,Nigeria,TRUE,2006,November,4,Africa,32,26,47,82,1
Canada,USA,0,1,Peace Queen Cup,Seoul,South Korea,TRUE,2006,November,4,Asia,12,7,11,1,0
Nigeria,Cameroon,5,0,African Championship,Warri,Nigeria,FALSE,2006,November,7,Africa,32,26,24,47,1
Ghana,South Africa,1,0,African Championship,Oghara,Nigeria,TRUE,2006,November,7,Africa,32,26,50,55,1
Cameroon,South Africa,2,24,African Championship,Delta,Nigeria,TRUE,2006,November,10,Africa,32,26,47,55,0
Chile,Ecuador,1,2,Copa América,Mar del Plata,Argentina,TRUE,2006,November,10,South America,24,16,51,52,0
Argentina,Uruguay,2,1,Copa América,Mar del Plata,Argentina,FALSE,2006,November,10,South America,24,16,35,68,1
Nigeria,Ghana,1,0,African Championship,Warri,Nigeria,FALSE,2006,November,11,Africa,32,26,24,50,1
Bolivia,Venezuela,1,1,Copa América,Mar del Plata,Argentina,TRUE,2006,November,11,South America,24,16,91,74,2
Paraguay,Brazil,1,4,Copa América,Mar del Plata,Argentina,TRUE,2006,November,11,South America,24,16,48,4,0
Colombia,Uruguay,1,0,Copa América,Mar del Plata,Argentina,TRUE,2006,November,12,South America,24,16,26,68,1
Argentina,Chile,8,0,Copa América,Mar del Plata,Argentina,FALSE,2006,November,12,South America,24,16,35,51,1
Peru,Brazil,0,2,Copa América,Mar del Plata,Argentina,TRUE,2006,November,13,South America,24,16,65,4,0
Bolivia,Paraguay,1,5,Copa América,Mar del Plata,Argentina,TRUE,2006,November,13,South America,24,16,91,48,0
Argentina,Ecuador,1,0,Copa América,Mar del Plata,Argentina,FALSE,2006,November,14,South America,24,16,35,52,1
Colombia,Chile,1,3,Copa América,Mar del Plata,Argentina,TRUE,2006,November,14,South America,24,16,26,51,0
Venezuela,Paraguay,1,3,Copa América,Mar del Plata,Argentina,TRUE,2006,November,15,South America,24,16,74,48,0
Peru,Bolivia,2,1,Copa América,Mar del Plata,Argentina,TRUE,2006,November,15,South America,24,16,65,91,1
Uruguay,Chile,2,1,Copa América,Mar del Plata,Argentina,TRUE,2006,November,16,South America,24,16,68,51,1
Ecuador,Colombia,2,2,Copa América,Mar del Plata,Argentina,TRUE,2006,November,16,South America,24,16,52,26,2
Brazil,Bolivia,6,1,Copa América,Mar del Plata,Argentina,TRUE,2006,November,17,South America,24,16,4,91,1
Venezuela,Peru,2,0,Copa América,Mar del Plata,Argentina,TRUE,2006,November,17,South America,24,16,74,65,1
Argentina,Colombia,6,0,Copa América,Mar del Plata,Argentina,FALSE,2006,November,18,South America,24,16,35,26,1
Uruguay,Ecuador,1,0,Copa América,Mar del Plata,Argentina,TRUE,2006,November,18,South America,24,16,68,52,1
Croatia,Georgia,6,0,UEFA Euro qualification,Adana,Turkey,TRUE,2006,November,18,Europe,16,13,44,113,1
Turkey,Northern Ireland,1,0,UEFA Euro qualification,Mersin,Turkey,FALSE,2006,November,18,Europe,16,13,69,77,1
Israel,Latvia,3,0,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,TRUE,2006,November,18,Europe,9,1,63,93,1
Bosnia and Herzegovina,Armenia,1,1,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,FALSE,2006,November,18,Europe,9,1,58,103,2
Luxembourg,Slovakia,0,4,UEFA Euro qualification,Junglinster,Luxembourg,FALSE,2006,November,18,Europe,8,3,90,47,0
Malta,Lithuania,0,0,UEFA Euro qualification,Mondercange,Luxembourg,TRUE,2006,November,18,Europe,8,3,101,60,2
Romania,Azerbaijan,4,1,UEFA Euro qualification,Mogoşoaia,Romania,FALSE,2006,November,18,Europe,12,6,36,67,1
Estonia,Bulgaria,0,5,UEFA Euro qualification,Otopeni,Romania,TRUE,2006,November,18,Europe,12,6,77,48,0
Wales,Faroe Islands,2,1,UEFA Euro qualification,Strumica,Macedonia,TRUE,2006,November,18,Europe,13,6,56,70,1
North Macedonia,Kazakhstan,0,1,UEFA Euro qualification,Strumica,Macedonia,FALSE,2006,November,18,Europe,13,6,131,66,0
Paraguay,Peru,2,1,Copa América,Mar del Plata,Argentina,TRUE,2006,November,19,South America,24,16,48,65,1
Brazil,Venezuela,6,0,Copa América,Mar del Plata,Argentina,TRUE,2006,November,19,South America,24,16,4,74,1
Jamaica,Panama,2,0,CONCACAF Gold Cup,Miami,United States,TRUE,2006,November,19,North America,10,5,51,62,1
Mexico,Trinidad and Tobago,3,0,CONCACAF Gold Cup,Miami,United States,TRUE,2006,November,19,North America,10,5,22,48,1
Turkey,Croatia,1,2,UEFA Euro qualification,Tarsus,Turkey,FALSE,2006,November,20,Europe,16,13,69,44,0
Georgia,Northern Ireland,0,4,UEFA Euro qualification,Adana,Turkey,TRUE,2006,November,20,Europe,16,13,113,77,0
Israel,Armenia,1,0,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,TRUE,2006,November,20,Europe,9,1,63,103,1
Bosnia and Herzegovina,Latvia,4,1,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,FALSE,2006,November,20,Europe,9,1,58,93,1
Slovakia,Lithuania,3,0,UEFA Euro qualification,Ettelbruck,Luxembourg,TRUE,2006,November,20,Europe,8,3,47,60,1
Luxembourg,Malta,4,2,UEFA Euro qualification,Mamer,Luxembourg,FALSE,2006,November,20,Europe,8,3,90,101,1
Azerbaijan,Estonia,3,2,UEFA Euro qualification,Mogoşoaia,Romania,TRUE,2006,November,20,Europe,12,6,67,77,1
Romania,Bulgaria,1,0,UEFA Euro qualification,Chiajna,Romania,FALSE,2006,November,20,Europe,12,6,36,48,1
North Macedonia,Wales,0,6,UEFA Euro qualification,Strumica,Macedonia,FALSE,2006,November,20,Europe,13,6,131,56,0
Faroe Islands,Kazakhstan,0,1,UEFA Euro qualification,Strumica,Macedonia,TRUE,2006,November,20,Europe,13,6,70,66,0
Argentina,Paraguay,0,0,Copa América,Mar del Plata,Argentina,FALSE,2006,November,22,South America,24,16,35,48,2
Brazil,Uruguay,6,0,Copa América,Mar del Plata,Argentina,TRUE,2006,November,22,South America,24,16,4,68,1
Canada,Jamaica,4,0,CONCACAF Gold Cup,Carson,United States,TRUE,2006,November,22,North America,10,5,11,51,1
USA,Mexico,2,0,CONCACAF Gold Cup,Carson,United States,FALSE,2006,November,22,North America,10,5,1,22,1
Northern Ireland,Croatia,5,1,UEFA Euro qualification,Tarsus,Turkey,TRUE,2006,November,23,Europe,16,13,77,44,1
Turkey,Georgia,9,0,UEFA Euro qualification,Adana,Turkey,FALSE,2006,November,23,Europe,16,13,69,113,1
Bosnia and Herzegovina,Israel,2,5,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,FALSE,2006,November,23,Europe,9,1,58,63,0
Armenia,Latvia,1,0,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,TRUE,2006,November,23,Europe,9,1,103,93,1
Malta,Slovakia,0,8,UEFA Euro qualification,Mensdorf,Luxembourg,TRUE,2006,November,23,Europe,8,3,101,47,0
Luxembourg,Lithuania,1,1,UEFA Euro qualification,Hostert,Luxembourg,FALSE,2006,November,23,Europe,8,3,90,60,2
Romania,Estonia,5,0,UEFA Euro qualification,Mogoşoaia,Romania,FALSE,2006,November,23,Europe,12,6,36,77,1
Bulgaria,Azerbaijan,3,0,UEFA Euro qualification,Otopeni,Romania,TRUE,2006,November,23,Europe,12,6,48,67,1
Kazakhstan,Wales,1,2,UEFA Euro qualification,Strumica,Macedonia,TRUE,2006,November,23,Europe,13,6,66,56,0
North Macedonia,Faroe Islands,0,7,UEFA Euro qualification,Strumica,Macedonia,FALSE,2006,November,23,Europe,13,6,131,70,0
Argentina,Uruguay,2,0,Copa América,Mar del Plata,Argentina,FALSE,2006,November,24,South America,24,16,35,68,1
Brazil,Paraguay,6,0,Copa América,Mar del Plata,Argentina,TRUE,2006,November,24,South America,24,16,4,48,1
